"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RBM18",1738.51910143516,-0.347016463300242,0.0921987035790832,-3.76378896697381,0.000167358132317225,0.000886954726837738
"MANBAL",2369.23899666628,-0.25203498037923,0.0669707378980898,-3.76335976412197,0.000167645754478899,0.000888114653752879
"AC091729.3",151.824368614077,-0.551440664716946,0.146536830103433,-3.76315404344226,0.000167783779090275,0.00088861828930889
"DHRS12",24.0213792141343,-1.50418587713578,0.399722380619018,-3.7630764502262,0.000167835866629544,0.000888666642683741
"NOL11",3291.35705385335,0.321965316751532,0.0855621289990325,3.76294185895225,0.00016792625246549,0.000888917703365814
"AL596244.1",474.620837472955,-0.371829892397656,0.0988277756558694,-3.76240272463901,0.000168288771661547,0.000890608805157947
"LCAT",177.340631660668,0.551848809876149,0.146697328444998,3.76181908509026,0.000168682046406424,0.000892233570444823
"ZNF575",23.6209058663667,-1.51920497585279,0.403843705437124,-3.76186369974095,0.000168651953156476,0.000892233570444823
"CHST15",1724.93085387303,0.217692612060033,0.0578703097088171,3.76173227956416,0.000168740612508879,0.000892315197078524
"SUGT1",2249.38010934595,0.281059418707068,0.0747256014793992,3.7612198917469,0.000169086701067677,0.000893916837461549
"DDX1",6920.54407131106,0.256557675912157,0.0682209494738986,3.7606875584503,0.000169446968783782,0.000895592601745046
"ABHD2",4943.42771312397,0.165181625986969,0.0439346182280442,3.75971460886693,0.000170107299381342,0.000898853052950657
"MRPL27",1294.13472118984,0.23416070513969,0.0622870639476643,3.75937940077637,0.000170335361639078,0.000899828300875283
"WDR5B",400.236246693566,-0.353051399221838,0.0939202019416604,-3.75905707103504,0.000170554933194801,0.000900758208578208
"PGLS",2083.32380869415,-0.345707176473589,0.0919735822351518,-3.75876602902895,0.000170753420185466,0.000901576315307998
"ITGA1",1131.96346918046,0.363422002502478,0.0966934929684744,3.75849492396522,0.000170938505868965,0.000902323263820176
"DDX55",965.103221486386,0.262143271975045,0.0697583252611246,3.7578779449445,0.000171360426204426,0.000904319677778308
"PPP1R35",908.89353595571,-0.407143189754967,0.108382538871011,-3.75653859003541,0.000172279715889127,0.000908939169242125
"PAXIP1-AS1",122.679151322231,-0.614550890630755,0.163622752794031,-3.75590118205842,0.000172718839149451,0.000911023616900738
"PPP4R1L",1033.05481564999,-0.309802813887601,0.0825026470054405,-3.75506514193626,0.000173296400125405,0.000913837019983242
"PCDHAC1",192.932555035691,-0.530648253706917,0.141337275855821,-3.75448196870751,0.000173700348127361,0.000915733716032293
"AL049629.2",40.4506431179297,1.05976804477379,0.282375015387055,3.75305174688046,0.000174694775499166,0.000920741610382483
"FBXO2",2699.45560767611,-0.332208828943543,0.0885201231814049,-3.75291873761568,0.000174787527901979,0.000920995820098891
"YIPF5",4379.0617925028,0.270037043848109,0.0719575272251156,3.75272823096479,0.000174920456084429,0.000921461541894214
